symbol,tier,sector,day0_date,surprise_percentage,jump_ratio
ANIP,small,Healthcare,2017-11-03,12.12,1.3698648184747786
ANIP,small,Healthcare,2018-02-28,3.35,2.2207084220353113
ANIP,small,Healthcare,2018-05-09,3.53,1.0087630462490083
ANIP,small,Healthcare,2018-08-08,-15.67,0.34217144250964315
ANIP,small,Healthcare,2018-11-07,10.26,1.1981294252149721
ANIP,small,Healthcare,2019-02-28,6.45,0.8372782372769103
ANIP,small,Healthcare,2019-05-10,24.2,0.02142618649301188
ANIP,small,Healthcare,2019-08-08,12.06,0.4949239428755467
ANIP,small,Healthcare,2019-11-07,-13.99,0.3790761574268867
ANIP,small,Healthcare,2020-02-28,-8.73,0.10366394308187267
ANIP,small,Healthcare,2020-05-08,16.85,0.19214264835794848
ANIP,small,Healthcare,2020-08-07,-7.59,0.9394230844260417
ANIP,small,Healthcare,2020-11-06,9.81,3.3719408872908354
ANIP,small,Healthcare,2021-03-10,-15.19,2.5613719083697815
ANIP,small,Healthcare,2021-05-10,46.48,5.007097103705377
ANIP,small,Healthcare,2021-08-09,10.74,4.073641704001773
ANIP,small,Healthcare,2021-11-02,44.29,0.15313097499492737
ANIP,small,Healthcare,2022-03-16,-29.18,1.5847556107664709
ANIP,small,Healthcare,2022-05-11,-228.58,0.9308053431117482
ANIP,small,Healthcare,2022-08-09,-40.91,1.049775617012639
ANIP,small,Healthcare,2022-11-10,15.84,1.5120497990078894
ANIP,small,Healthcare,2023-03-10,13.1,2.1439287033632617
ANIP,small,Healthcare,2023-05-09,232.39,1.6811378488935222
ANIP,small,Healthcare,2023-08-10,92.0,0.2940270923483289
ANIP,small,Healthcare,2023-11-09,50.59,0.9544065108792898
ANIP,small,Healthcare,2024-03-01,16.96,0.23099958457854555
ANIP,small,Healthcare,2024-05-13,21.49,0.9065471262759041
ANIP,small,Healthcare,2024-08-07,7.37,3.5207356535528405
ANIP,small,Healthcare,2024-11-11,23.39,0.2388728872721531
ANIP,small,Healthcare,2025-03-03,13.59,1.6017272666363875
ANIP,small,Healthcare,2025-05-12,22.96,2.5071181062493926
ANIP,small,Healthcare,2025-08-11,26.77,0.9339323273944334
ANIP,small,Healthcare,2025-11-10,15.25,0.9833356531662167
ANIP,small,Healthcare,2026-03-02,17.85,0.9245401095644082
ANIP,small,Healthcare,2026-05-11,57.77,2.0966894559262634
AOS,mid,Industrials,2014-04-23,2.41,0.7534407640907406
AOS,mid,Industrials,2014-07-23,10.18,0.5897817964826855
AOS,mid,Industrials,2014-10-22,5.17,0.33759042462234373
AOS,mid,Industrials,2015-01-28,5.11,0.3204381344769411
AOS,mid,Industrials,2015-04-27,4.42,0.8543443020535647
AOS,mid,Industrials,2015-07-24,20.03,0.01614413384978086
AOS,mid,Industrials,2015-10-22,4.13,2.783112953868594
AOS,mid,Industrials,2016-02-01,7.34,0.0564867326008249
AOS,mid,Industrials,2016-04-28,8.5,1.950218755877094
AOS,mid,Industrials,2016-07-27,8.17,0.13513321984209156
AOS,mid,Industrials,2016-10-27,4.06,0.5851690039488319
AOS,mid,Industrials,2017-02-03,2.17,4.198736335819318
AOS,mid,Industrials,2017-04-28,6.57,0.8921055870971495
AOS,mid,Industrials,2017-07-27,0.47,0.3034315366854264
AOS,mid,Industrials,2017-10-26,1.54,0.7726024125499225
AOS,mid,Industrials,2018-01-31,6.62,0.6798147524606084
AOS,mid,Industrials,2018-04-26,4.05,1.0203599307184985
AOS,mid,Industrials,2018-07-26,6.45,1.1764941170782817
AOS,mid,Industrials,2018-10-31,-2.66,0.14766596780735897
AOS,mid,Industrials,2019-01-30,4.52,0.19160112186349962
AOS,mid,Industrials,2019-05-01,-7.5,0.08207482685379458
AOS,mid,Industrials,2019-07-31,-2.66,0.2008125526937411
AOS,mid,Industrials,2019-10-30,-0.38,1.5386622063166417
AOS,mid,Industrials,2020-01-29,-5.81,1.477122112949395
AOS,mid,Industrials,2020-05-06,-8.57,1.4474767734591776
AOS,mid,Industrials,2020-07-31,7.34,0.2735770558480989
AOS,mid,Industrials,2020-10-30,27.66,1.4864014296368506
AOS,mid,Industrials,2021-01-29,26.54,1.8404821532473108
AOS,mid,Industrials,2021-04-30,5.27,0.7274383929124518
AOS,mid,Industrials,2021-07-30,12.2,0.10099454528205276
AOS,mid,Industrials,2021-10-29,20.43,1.2558788271006744
AOS,mid,Industrials,2022-01-28,13.22,0.05461291166426977
AOS,mid,Industrials,2022-04-29,2.81,1.1068288321903998
AOS,mid,Industrials,2022-07-29,1.28,1.6803923077504543
AOS,mid,Industrials,2022-10-28,-0.03,2.3212351948810688
AOS,mid,Industrials,2023-02-01,8.88,0.8593206483979704
AOS,mid,Industrials,2023-04-28,20.11,0.2577677408856148
AOS,mid,Industrials,2023-07-28,11.76,1.445701416881961
AOS,mid,Industrials,2023-10-27,13.36,0.8527050598610597
AOS,mid,Industrials,2024-01-31,1.4,2.1795428396270835
AOS,mid,Industrials,2024-04-26,1.36,0.3442416695180188
AOS,mid,Industrials,2024-07-24,0.01,0.12686874517714586
AOS,mid,Industrials,2024-10-23,-0.05,0.570425215588072
AOS,mid,Industrials,2025-01-31,-4.77,0.30386474462015667
AOS,mid,Industrials,2025-04-30,4.28,0.7566102432077605
AOS,mid,Industrials,2025-07-25,7.93,1.4093327097917259
AOS,mid,Industrials,2025-10-29,3.62,1.264995984188836
AOS,mid,Industrials,2026-01-30,6.95,0.44144268132836856
AOS,mid,Industrials,2026-05-01,-9.91,1.2465537636484496
ASAN,mid,Tech,2020-12-10,7.0,0.564164930505902
ASAN,mid,Tech,2021-03-11,16.24,1.314047514557683
ASAN,mid,Tech,2021-06-04,23.73,2.5814995108292065
ASAN,mid,Tech,2021-09-02,12.27,4.731761607083187
ASAN,mid,Tech,2021-12-03,13.27,3.701861150695829
ASAN,mid,Tech,2022-03-10,10.52,2.427590831224383
ASAN,mid,Tech,2022-06-03,15.6,0.6808862794646683
ASAN,mid,Tech,2022-09-08,11.76,4.873054882075944
ASAN,mid,Tech,2022-12-02,19.77,1.528398369673425
