symbol,tier,sector,day0_date,surprise_percentage,pnl_pct
AMZN,large,Tech,2012-04-27,-85.7143,-14.511107839930727
AMZN,large,Tech,2012-07-27,-50.0,-6.537864046803788
AMZN,large,Tech,2012-10-26,62.5,-5.615627452688642
AMZN,large,Tech,2013-01-30,0.0,-3.025305665590159
AMZN,large,Tech,2013-04-26,-87.5,-6.022788843730816
AMZN,large,Tech,2013-07-26,-140.0,-1.977736823481734
AMZN,large,Tech,2013-10-25,0.0,-7.697916140351839
AMZN,large,Tech,2014-01-31,0.0,-9.593958106719137
AMZN,large,Tech,2014-04-25,0.0,-8.202085535050175
AMZN,large,Tech,2014-07-25,0.0,-8.223820210947865
AMZN,large,Tech,2014-10-24,-25.0,-7.320524574164611
AMZN,large,Tech,2015-01-30,100.0,-12.293422062653695
AMZN,large,Tech,2015-04-24,0.0,-13.07908005310379
AMZN,large,Tech,2015-07-24,200.0,-8.666450116014454
AMZN,large,Tech,2015-10-23,200.0,-4.6423148707818545
AMZN,large,Tech,2016-01-29,-37.5,-4.964566596579097
AMZN,large,Tech,2016-04-29,66.6667,-8.50287403444153
AMZN,large,Tech,2016-07-29,80.0,-0.15063725003378015
AMZN,large,Tech,2016-10-28,-25.0,-4.368993223609087
AMZN,large,Tech,2017-02-03,14.2857,-2.714240489532869
AMZN,large,Tech,2017-04-28,16.6667,0.009647041240723908
AMZN,large,Tech,2017-07-28,-71.4286,-1.642312881298718
AMZN,large,Tech,2017-10-27,0.0,-12.579546096492157
AMZN,large,Tech,2018-02-02,22.2222,-1.664557738054853
AMZN,large,Tech,2018-04-27,166.6667,-1.6071090916392723
AMZN,large,Tech,2018-07-27,92.3077,0.5611500323416692
AMZN,large,Tech,2018-10-26,93.3333,-5.376900336895213
AMZN,large,Tech,2019-02-01,7.1429,-3.424902912009685
AMZN,large,Tech,2019-04-26,52.1739,-1.9171691399033535
AMZN,large,Tech,2019-07-26,-7.1429,-0.8582264409361668
AMZN,large,Tech,2019-10-25,-4.5455,-0.2846474187017025
AMZN,large,Tech,2020-01-31,60.0,-6.472492475139721
AMZN,large,Tech,2020-05-01,-19.3548,-5.547408549148407
AMZN,large,Tech,2020-07-31,550.0,-1.3821795573803426
AMZN,large,Tech,2020-10-30,63.1579,-3.574160247912517
AMZN,large,Tech,2021-02-03,100.0,-0.4871934868502765
AMZN,large,Tech,2021-04-30,68.0851,0.8695335726608361
AMZN,large,Tech,2021-07-30,24.5902,-6.369763173680996
AMZN,large,Tech,2021-10-29,-29.5455,-0.9676390819497065
AMZN,large,Tech,2022-02-04,672.2222,-11.279484268880967
AMZN,large,Tech,2022-04-29,-190.4762,-11.949750259725466
AMZN,large,Tech,2022-07-29,-266.6667,-8.16202678919333
AMZN,large,Tech,2022-10-28,33.3333,-4.383675642596028
AMZN,large,Tech,2023-02-03,-82.3529,-6.2936962819446265
AMZN,large,Tech,2023-04-28,47.619,-2.190362552507848
AMZN,large,Tech,2023-08-04,91.1765,-6.8589552567799625
AMZN,large,Tech,2023-10-27,62.069,-5.128997312178126
AMZN,large,Tech,2024-02-02,25.0,-6.699038270510163
AMZN,large,Tech,2024-05-01,19.5122,-0.8777879633356962
AMZN,large,Tech,2024-08-02,23.5294,-7.546184852028416
AMZN,large,Tech,2024-11-01,25.4386,-4.974224568535366
AMZN,large,Tech,2025-02-06,25.3623,0.07949167661110401
AMZN,large,Tech,2025-05-02,16.9118,3.3869385100024214
AMZN,large,Tech,2025-08-01,27.2727,-7.437797625854766
AMZN,large,Tech,2025-10-31,25.0,-8.080062160452115
AMZN,large,Tech,2026-02-06,0.0,-4.051701155405873
AMZN,large,Tech,2026-04-30,69.5122,0.6510470155506295
ANF,mid,Consumer,2014-05-30,4.04,-0.22842727799076146
ANF,mid,Consumer,2014-08-29,66.24,1.5124216083018913
ANF,mid,Consumer,2014-12-04,2.35,0.2589206307864931
ANF,mid,Consumer,2015-03-05,-0.58,3.0160075315044566
ANF,mid,Consumer,2015-05-29,-169.4,-4.451345327254418
ANF,mid,Consumer,2015-08-27,356.68,2.57898744151613
ANF,mid,Consumer,2015-11-23,114.51,2.211226079812703
ANF,mid,Consumer,2016-03-03,9.21,-0.445163755658178
ANF,mid,Consumer,2016-05-27,-14.18,-1.1306949881254336
ANF,mid,Consumer,2016-08-31,8.26,2.1547359812892664
ANF,mid,Consumer,2016-11-21,-52.38,2.038869870701374
ANF,mid,Consumer,2017-03-03,0.0,-4.949872207327293
ANF,mid,Consumer,2017-05-26,-19.42,-2.5606151939664668
ANF,mid,Consumer,2017-08-25,51.39,-6.138880366686446
ANF,mid,Consumer,2017-11-20,43.88,-4.517159325281447
ANF,mid,Consumer,2018-03-08,25.76,-2.5555340797378476
ANF,mid,Consumer,2018-06-04,27.37,-7.766721837703969
ANF,mid,Consumer,2018-08-31,-12.51,0.37535156368900546
ANF,mid,Consumer,2018-11-30,66.67,3.5912828676302664
ANF,mid,Consumer,2019-03-07,28.22,2.984335122843714
ANF,mid,Consumer,2019-05-30,33.22,0.05094883252660942
ANF,mid,Consumer,2019-08-30,7.85,2.6859664166010866
ANF,mid,Consumer,2019-11-27,-60.0,-2.7088021728194347
ANF,mid,Consumer,2020-03-05,6.28,-11.457661323926697
ANF,mid,Consumer,2020-05-29,-174.87,3.923656336361275
ANF,mid,Consumer,2020-08-28,127.78,0.5242256255325959
ANF,mid,Consumer,2020-11-25,419.94,3.583081325516554
ANF,mid,Consumer,2021-03-03,22.26,0.37553394480007607
ANF,mid,Consumer,2021-05-27,278.52,-4.003490301513406
ANF,mid,Consumer,2021-08-27,180.86,-0.6200191542901066
ANF,mid,Consumer,2021-11-24,17.56,-0.9411208875353676
ANF,mid,Consumer,2022-03-03,-10.4,1.718061695082553
ANF,mid,Consumer,2022-05-25,-557.14,-10.834967822606876
ANF,mid,Consumer,2022-08-26,-239.19,-5.63010955011955
ANF,mid,Consumer,2022-11-23,108.08,-0.8128031333506476
ANF,mid,Consumer,2023-03-02,-5.95,-1.0736043341035832
ANF,mid,Consumer,2023-05-25,540.0,0.6899734114730016
ANF,mid,Consumer,2023-08-24,542.97,3.687017542617609
ANF,mid,Consumer,2023-11-22,64.65,0.21936937990041971
ANF,mid,Consumer,2024-03-07,3.15,-3.589679703833434
ANF,mid,Consumer,2024-05-30,24.49,-1.3878543754601802
ANF,mid,Consumer,2024-08-29,19.26,1.4996554729821008
ANF,mid,Consumer,2024-11-27,6.4,1.1959320458271476
ANF,mid,Consumer,2025-03-06,-0.82,-1.832064607107653
ANF,mid,Consumer,2025-05-29,19.67,-2.456412187231229
ANF,mid,Consumer,2025-08-28,0.2,1.5622792768248621
ANF,mid,Consumer,2025-11-26,9.4,1.6394263557627724
ANF,mid,Consumer,2026-03-05,2.75,-5.338761783837494
ANF,mid,Consumer,2026-05-28,15.26,1.825472897498526
ANIP,small,Healthcare,2014-05-06,-1.49,2.650069093797772
ANIP,small,Healthcare,2014-08-05,-150.0,2.9074284513646758
ANIP,small,Healthcare,2014-11-04,45.05,-0.36741178454898993
ANIP,small,Healthcare,2015-02-20,19.64,-3.075376439620003
ANIP,small,Healthcare,2015-05-06,7.55,-3.1295291470833835
ANIP,small,Healthcare,2015-08-05,0.0,3.4317276521197737
ANIP,small,Healthcare,2015-11-04,13.95,-2.906540427388448
ANIP,small,Healthcare,2016-02-24,-9.57,3.1890420027790607
ANIP,small,Healthcare,2016-05-06,8.57,1.8662165844229346
ANIP,small,Healthcare,2016-08-05,44.16,-1.1059598231618903
ANIP,small,Healthcare,2016-11-04,1.24,-1.3486136815571532
ANIP,small,Healthcare,2017-03-03,-18.18,-2.1164112305406992
ANIP,small,Healthcare,2017-05-05,-6.33,-1.9643276671437815
ANIP,small,Healthcare,2017-08-04,13.95,0.9187492478995472
ANIP,small,Healthcare,2017-11-03,12.12,-1.6687505109603933
ANIP,small,Healthcare,2018-02-28,3.35,-3.887248577780544
ANIP,small,Healthcare,2018-05-09,3.53,-0.30139905180706794
ANIP,small,Healthcare,2018-08-08,-15.67,1.4698253620710182
ANIP,small,Healthcare,2018-11-07,10.26,-1.0865319033647536
ANIP,small,Healthcare,2019-02-28,6.45,-0.07430852885978712
ANIP,small,Healthcare,2019-05-10,24.2,0.9934468311654329
ANIP,small,Healthcare,2019-08-08,12.06,0.8912525909344085
ANIP,small,Healthcare,2019-11-07,-13.99,2.325242969088252
ANIP,small,Healthcare,2020-02-28,-8.73,3.3412434552976027
ANIP,small,Healthcare,2020-05-08,16.85,2.97223267443682
ANIP,small,Healthcare,2020-08-07,-7.59,-0.43769452481653914
ANIP,small,Healthcare,2020-11-06,9.81,-8.497227314586745
ANIP,small,Healthcare,2021-03-10,-15.19,-3.718363705216362
ANIP,small,Healthcare,2021-05-10,46.48,-12.407487829062417
ANIP,small,Healthcare,2021-08-09,10.74,-5.736639574698014
ANIP,small,Healthcare,2021-11-02,44.29,7.255878836045467
ANIP,small,Healthcare,2022-03-16,-29.18,-3.584625358789587
ANIP,small,Healthcare,2022-05-11,-228.58,-0.3835649919744806
ANIP,small,Healthcare,2022-08-09,-40.91,-0.5936361564852979
ANIP,small,Healthcare,2022-11-10,15.84,-2.1010961293639454
ANIP,small,Healthcare,2023-03-10,13.1,-3.3542496376347284
ANIP,small,Healthcare,2023-05-09,232.39,-2.2526072308512783
ANIP,small,Healthcare,2023-08-10,92.0,1.2959893760576342
ANIP,small,Healthcare,2023-11-09,50.59,-0.6165137095530753
ANIP,small,Healthcare,2024-03-01,16.96,1.8200160765159137
ANIP,small,Healthcare,2024-05-13,21.49,-0.12262687518467719
ANIP,small,Healthcare,2024-08-07,7.37,-7.667921368379999
ANIP,small,Healthcare,2024-11-11,23.39,1.14701439921966
ANIP,small,Healthcare,2025-03-03,13.59,-2.7740339103030633
ANIP,small,Healthcare,2025-05-12,22.96,-4.108049163291021
ANIP,small,Healthcare,2025-08-11,26.77,-0.5984076082063616
ANIP,small,Healthcare,2025-11-10,15.25,-0.3092600851087359
ANIP,small,Healthcare,2026-03-02,17.85,-0.24060955499316683
ANIP,small,Healthcare,2026-05-11,57.77,-2.3798023488118742
AOS,mid,Industrials,2014-04-23,2.41,0.07140938882280579
AOS,mid,Industrials,2014-07-23,10.18,0.42349244436244526
AOS,mid,Industrials,2014-10-22,5.17,0.7131942043075741
AOS,mid,Industrials,2015-01-28,5.11,0.9271029323334335
AOS,mid,Industrials,2015-04-27,4.42,-0.049672395416146764
AOS,mid,Industrials,2015-07-24,20.03,2.0146589545185765
AOS,mid,Industrials,2015-10-22,4.13,-4.2439532435503935
AOS,mid,Industrials,2016-02-01,7.34,2.2611635730699566
AOS,mid,Industrials,2016-04-28,8.5,-1.3561912108814047
AOS,mid,Industrials,2016-07-27,8.17,1.1053120926011604
AOS,mid,Industrials,2016-10-27,4.06,0.30004425264136425
AOS,mid,Industrials,2017-02-03,2.17,-3.7222543615477965
AOS,mid,Industrials,2017-04-28,6.57,-0.10244857670336915
AOS,mid,Industrials,2017-07-27,0.47,0.42392400797308655
AOS,mid,Industrials,2017-10-26,1.54,0.03359561325732552
AOS,mid,Industrials,2018-01-31,6.62,0.09581726840363558
AOS,mid,Industrials,2018-04-26,4.05,-0.40383704494450057
AOS,mid,Industrials,2018-07-26,6.45,-0.5587343188626468
AOS,mid,Industrials,2018-10-31,-2.66,1.8358924573504072
AOS,mid,Industrials,2019-01-30,4.52,1.0665871488029728
AOS,mid,Industrials,2019-05-01,-7.5,1.1647446029567396
AOS,mid,Industrials,2019-07-31,-2.66,1.0540477137719244
AOS,mid,Industrials,2019-10-30,-0.38,-1.3620997571435611
AOS,mid,Industrials,2020-01-29,-5.81,-1.1890969454974132
AOS,mid,Industrials,2020-05-06,-8.57,-1.5808634751218642
AOS,mid,Industrials,2020-07-31,7.34,1.2706473552035689
AOS,mid,Industrials,2020-10-30,27.66,-1.462011557712069
AOS,mid,Industrials,2021-01-29,26.54,-2.5927144517991403
AOS,mid,Industrials,2021-04-30,5.27,0.09623689037443406
AOS,mid,Industrials,2021-07-30,12.2,0.9824137442652947
AOS,mid,Industrials,2021-10-29,20.43,-1.2221320168424001
AOS,mid,Industrials,2022-01-28,13.22,1.2646359112266041
AOS,mid,Industrials,2022-04-29,2.81,-0.6667596599947061
AOS,mid,Industrials,2022-07-29,1.28,-1.958591642882885
AOS,mid,Industrials,2022-10-28,-0.03,-3.530791564464951
AOS,mid,Industrials,2023-02-01,8.88,-0.23044809816505785
AOS,mid,Industrials,2023-04-28,20.11,0.8284289191421956
AOS,mid,Industrials,2023-07-28,11.76,-0.7242933522170238
AOS,mid,Industrials,2023-10-27,13.36,-0.11714467335786782
AOS,mid,Industrials,2024-01-31,1.4,-1.675267783886842
AOS,mid,Industrials,2024-04-26,1.36,0.6234460301380612
AOS,mid,Industrials,2024-07-24,0.01,1.9121412819324426
AOS,mid,Industrials,2024-10-23,-0.05,0.4682763669543262
AOS,mid,Industrials,2025-01-31,-4.77,0.8045814096276052
AOS,mid,Industrials,2025-04-30,4.28,0.1014860259623056
AOS,mid,Industrials,2025-07-25,7.93,-1.0993089631631674
AOS,mid,Industrials,2025-10-29,3.62,-0.6929327748179295
AOS,mid,Industrials,2026-01-30,6.95,0.7585805781972279
AOS,mid,Industrials,2026-05-01,-9.91,-0.8631375595596418
ASAN,mid,Tech,2020-12-10,7.0,1.1210272648683839
ASAN,mid,Tech,2021-03-11,16.24,-2.475599399057372
ASAN,mid,Tech,2021-06-04,23.73,-4.5018880313139
ASAN,mid,Tech,2021-09-02,12.27,-12.7736153456098
ASAN,mid,Tech,2021-12-03,13.27,-20.69131313192471
ASAN,mid,Tech,2022-03-10,10.52,-14.834906193354824
ASAN,mid,Tech,2022-06-03,15.6,1.1609407942995533
ASAN,mid,Tech,2022-09-08,11.76,-20.720199372396003
ASAN,mid,Tech,2022-12-02,19.77,-4.981907262305378
ASAN,mid,Tech,2023-03-09,44.93,-15.348762251023427
ASAN,mid,Tech,2023-06-02,49.29,-0.2906734894854899
ASAN,mid,Tech,2023-09-06,65.67,-10.821498362019412
ASAN,mid,Tech,2023-12-06,62.71,-13.777519277902456
ASAN,mid,Tech,2024-03-12,58.72,-9.816045929630132
ASAN,mid,Tech,2024-05-31,27.49,1.1897941749881182
ASAN,mid,Tech,2024-09-04,38.57,-2.6588411790713926
ASAN,mid,Tech,2024-12-06,70.42,-41.377451318863656
ASAN,mid,Tech,2025-06-04,154.58,-18.585898929750563
ASAN,mid,Tech,2025-09-04,20.82,-0.15605820370549406
ASAN,mid,Tech,2025-12-03,29.35,-5.652887097235679
ASAN,mid,Tech,2026-03-03,13.19,1.6574114512585443
ASAN,mid,Tech,2026-05-29,33.24,-11.796784608999637
ASUR,small,Tech,2014-05-15,33.33,-1.7065449143964784
ASUR,small,Tech,2014-11-13,0.0,-1.2116338494647705
ASUR,small,Tech,2015-03-26,-50.0,0.2444084229232717
ASUR,small,Tech,2015-05-14,-200.0,0.35805710067674146
ASUR,small,Tech,2015-11-17,-212.5,-2.247130168052364
ASUR,small,Tech,2016-03-31,-300.0,1.6057033974005024
ASUR,small,Tech,2016-08-16,150.0,-5.31928871663544
ASUR,small,Tech,2016-11-15,35.14,1.575722110137521
ASUR,small,Tech,2017-03-21,0.0,-4.144050396774511
ASUR,small,Tech,2017-05-12,33.33,1.770588488261097
ASUR,small,Tech,2017-08-15,-30.0,-4.671359207451125
ASUR,small,Tech,2017-11-14,1.94,3.110845446575543
ASUR,small,Tech,2018-03-16,-15.53,-5.9398068678377145
ASUR,small,Tech,2018-05-10,69.56,-12.221968029487773
ASUR,small,Tech,2018-08-09,19.15,-5.412395410437641
ASUR,small,Tech,2018-11-12,-12.5,-2.2000588500169824
ASUR,small,Tech,2019-03-15,9.75,2.8533271829299114
ASUR,small,Tech,2019-05-10,83.33,-1.5018306740273353
ASUR,small,Tech,2019-08-09,12.28,-24.19530868127601
ASUR,small,Tech,2019-11-12,25.71,-5.379632129639909
ASUR,small,Tech,2020-03-13,-385.71,-19.654877364461456
ASUR,small,Tech,2020-05-08,28.05,-5.0968818444126684
ASUR,small,Tech,2020-08-11,181.81,-8.688122260549488
ASUR,small,Tech,2020-11-10,-287.5,-0.9543744838392647
ASUR,small,Tech,2021-05-11,71.43,-2.875378541553827
ASUR,small,Tech,2021-11-09,53.85,-0.9690043022841475
ASUR,small,Tech,2022-03-15,157.14,-0.26928662879313614
ASUR,small,Tech,2022-05-10,94.11,1.2084203665183455
ASUR,small,Tech,2022-08-09,42.86,-1.1858288525424998
ASUR,small,Tech,2022-11-08,71.43,1.543578300083401
ASUR,small,Tech,2023-05-09,44.75,-5.1613773219934735
ASUR,small,Tech,2023-08-08,2148.0,-8.72931956582913
ASUR,small,Tech,2023-11-14,333.67,-18.59758605916071
ASUR,small,Tech,2024-02-27,16.96,-10.592614342350636
ASUR,small,Tech,2024-05-03,8.35,-9.47556895974555
ASUR,small,Tech,2024-08-02,-27.77,-8.52799172353346
ASUR,small,Tech,2024-11-01,-26.08,-12.96752192418182
ASUR,small,Tech,2025-03-07,-12.8,-11.255343285279778
ASUR,small,Tech,2025-05-02,4.27,-0.725959298241444
ASUR,small,Tech,2025-08-01,-42.16,-11.806633555072498
ASUR,small,Tech,2025-10-31,-30.48,-7.675026949638667
ASUR,small,Tech,2026-02-27,21.92,-14.028889079757437
ASUR,small,Tech,2026-05-01,-0.96,-0.0950174320080599
BA,large,Defense,2014-04-24,12.54,0.48898500553088364
BA,large,Defense,2014-07-24,21.47,-0.9374374879894607
BA,large,Defense,2014-10-23,9.34,0.9382420169247467
BA,large,Defense,2015-01-29,9.06,-4.569360744584458
BA,large,Defense,2015-04-23,8.98,0.10912546381020072
BA,large,Defense,2015-07-23,17.43,0.6569092842147569
BA,large,Defense,2015-10-22,14.85,-2.383762088870928
BA,large,Defense,2016-01-28,25.34,0.9322086575571702
BA,large,Defense,2016-04-28,-5.8,-0.8406743328165619
BA,large,Defense,2016-07-28,24.44,-1.2189347907277441
BA,large,Defense,2016-10-27,34.05,-0.5007130330226413
BA,large,Defense,2017-01-26,5.8,-0.1321063827205764
BA,large,Defense,2017-04-27,5.25,-0.1616534012668167
BA,large,Defense,2017-07-27,11.16,-1.4535859945221083
BA,large,Defense,2017-10-26,2.29,0.4906876288125275
BA,large,Defense,2018-02-01,6.26,0.9701487627649302
BA,large,Defense,2018-04-26,39.25,1.797137578483698
BA,large,Defense,2018-07-26,1.9,-0.062408903275826266
BA,large,Defense,2018-10-25,3.36,-1.1714380804274096
BA,large,Defense,2019-01-31,20.42,1.2939526268590318
BA,large,Defense,2019-04-25,-1.04,-0.5043449492922991
BA,large,Defense,2019-07-25,12.57,-2.2082791888771354
BA,large,Defense,2019-10-24,-31.4,0.36500207854485045
BA,large,Defense,2020-01-30,-97.58,0.9438708820436739
BA,large,Defense,2020-04-30,-14.32,4.60797237790666
BA,large,Defense,2020-07-30,-89.6,-0.2692978074586483
BA,large,Defense,2020-10-29,37.14,2.0641396375242573
BA,large,Defense,2021-01-28,-825.97,0.08954088378881186
BA,large,Defense,2021-04-29,-41.01,1.1030358419944337
BA,large,Defense,2021-07-29,154.9,1.9791628965693726
BA,large,Defense,2021-10-28,-299.02,0.2824624248497284
BA,large,Defense,2022-01-27,-4731.92,-0.43022664404485944
BA,large,Defense,2022-04-28,-995.84,1.9014459352743693
BA,large,Defense,2022-07-28,-246.34,0.09255459483550843
BA,large,Defense,2022-10-27,-7213.26,-1.8186712937609912
BA,large,Defense,2023-01-26,-961.26,1.3482036346311006
BA,large,Defense,2023-04-27,-20.87,-0.14637269517640128
BA,large,Defense,2023-07-27,8.24,1.3880159487556287
BA,large,Defense,2023-10-26,-25.01,0.49721600229183094
BA,large,Defense,2024-02-01,40.28,2.226402262134296
BA,large,Defense,2024-04-25,25.63,-0.4847040770135458
BA,large,Defense,2024-08-01,-44.2,-4.906021758891811
BA,large,Defense,2024-10-24,-19.66,0.3766720890777937
BA,large,Defense,2025-01-29,-56.1,-1.1286978683512614
BA,large,Defense,2025-04-24,62.39,1.9207690660809789
BA,large,Defense,2025-07-30,2.35,1.1782833469709466
BA,large,Defense,2025-10-30,-214.44,-4.861406306393323
BA,large,Defense,2026-01-28,2525.31,0.054271620840097956
BA,large,Defense,2026-04-23,70.26,0.7469974709932432
BAC,large,Financials,2006-10-19,5.1724,-0.467419649253325
BAC,large,Financials,2007-01-23,0.8475,-0.2987150045746895
BAC,large,Financials,2007-04-19,1.7391,-0.9899424269105039
BAC,large,Financials,2007-07-19,8.3333,0.4951674284284376
BAC,large,Financials,2007-10-18,-21.1538,-1.5672708161645543
BAC,large,Financials,2008-01-22,-178.9474,-2.409969421862847
BAC,large,Financials,2008-04-21,-42.2222,-0.20395349781195637
BAC,large,Financials,2008-07-21,41.1765,2.4518906544146155
BAC,large,Financials,2008-10-07,-75.4098,-17.55783796883412
BAC,large,Financials,2009-01-16,-1060.0,-9.185761764676897
BAC,large,Financials,2009-04-20,142.8571,-14.504509495437663
BAC,large,Financials,2009-07-17,6.4516,1.00337967781876
BAC,large,Financials,2009-10-16,-150.0,-2.686208026898448
BAC,large,Financials,2010-01-20,-15.3846,0.49665679823055475
BAC,large,Financials,2010-04-16,154.5455,-4.472242480022348
BAC,large,Financials,2010-07-16,17.3913,-7.446582946396971
BAC,large,Financials,2010-10-19,58.8235,-2.4686103434368816
BAC,large,Financials,2011-01-21,-75.0,-0.14943527641008725
BAC,large,Financials,2011-04-15,-37.037,-1.6430144202334143
BAC,large,Financials,2011-07-19,10.0,-0.08346429251690046
BAC,large,Financials,2011-10-18,35.0,-6.09186477926713
BAC,large,Financials,2012-01-19,-6.25,0.4297230743173772
BAC,large,Financials,2012-04-19,158.3333,0.41266063508056994
BAC,large,Financials,2012-07-18,15.3846,-2.7400971813315826
BAC,large,Financials,2012-10-17,96.125,1.1001621758277347
BAC,large,Financials,2013-01-17,5.0,-2.502047023195493
BAC,large,Financials,2013-04-17,-9.0909,-3.7134517059781773
BAC,large,Financials,2013-07-17,23.0769,-1.5281610048088843
BAC,large,Financials,2013-10-16,5.2632,-1.295563371485859
BAC,large,Financials,2014-01-15,11.5385,-1.131285763374625
BAC,large,Financials,2014-04-16,-200.0,-0.2587777246339109
BAC,large,Financials,2014-07-16,90.0,-0.9977837927713906
BAC,large,Financials,2014-10-15,44.4444,-3.5153601634485194
BAC,large,Financials,2015-01-15,-19.3548,-3.898750207517839
BAC,large,Financials,2015-04-15,-6.8966,-0.3993232958859725
BAC,large,Financials,2015-07-15,25.0,-2.0810653576011715
BAC,large,Financials,2015-10-14,12.1212,0.32333478010972894
BAC,large,Financials,2016-01-19,3.7037,-0.18848755961547914
BAC,large,Financials,2016-04-14,0.0,-1.1866252953866752
BAC,large,Financials,2016-07-18,9.0909,-0.9603579515413236
BAC,large,Financials,2016-10-17,20.5882,0.7549689553811221
BAC,large,Financials,2017-01-13,5.2632,0.5777298828880046
BAC,large,Financials,2017-04-18,17.1429,0.9173545307368799
BAC,large,Financials,2017-07-18,4.5455,0.5922110007020642
BAC,large,Financials,2017-10-13,4.3478,-0.6925012535156818
BAC,large,Financials,2018-01-17,42.8571,0.41068311324780327
BAC,large,Financials,2018-04-16,5.0847,1.4438874381575544
BAC,large,Financials,2018-07-16,8.6207,-3.314478280656
BAC,large,Financials,2018-10-15,6.4516,-0.8303617278119944
BAC,large,Financials,2019-01-16,11.1111,-5.515687873830512
BAC,large,Financials,2019-04-16,6.0606,1.378802518880844
BAC,large,Financials,2019-07-17,4.2254,0.2236335717973742
BAC,large,Financials,2019-10-16,9.8039,-0.3189476926453667
BAC,large,Financials,2020-01-15,7.2464,-1.1923755200086195
BAC,large,Financials,2020-04-15,-33.3333,-1.3898883575421044
BAC,large,Financials,2020-07-16,27.5862,-0.5435378845975873
BAC,large,Financials,2020-10-14,2.0,-3.9658794113777485
BAC,large,Financials,2021-01-19,9.2593,0.9221945532014473
BAC,large,Financials,2021-04-16,32.3077,0.2875908546499881
BAC,large,Financials,2021-07-14,35.5263,-0.9395613275861416
BAC,large,Financials,2021-10-14,21.4286,-3.1589680571909655
BAC,large,Financials,2022-01-19,7.8947,1.0881730125296967
BAC,large,Financials,2022-04-18,8.1081,-2.16177514589579
BAC,large,Financials,2022-07-18,-2.6667,1.7088726588160126
BAC,large,Financials,2022-10-17,5.1948,-4.079231531451011
BAC,large,Financials,2023-01-13,10.3896,-1.403328605371697
BAC,large,Financials,2023-04-18,13.253,1.1146389690607332
BAC,large,Financials,2023-07-18,6.0241,-3.338148389228436
BAC,large,Financials,2023-10-17,9.7561,-1.2961698511254585
BAC,large,Financials,2024-01-12,-49.2063,0.45028700252430376
BAC,large,Financials,2024-04-16,10.0,-2.466920181430707
BAC,large,Financials,2024-07-16,3.75,-4.497215284899068
BAC,large,Financials,2024-10-15,6.5789,0.6943392618870379
BAC,large,Financials,2025-01-16,6.4935,0.20252096158843425
BAC,large,Financials,2025-04-15,11.1111,-0.6415872590628604
BAC,large,Financials,2025-07-16,3.4884,0.745038103613309
BAC,large,Financials,2025-10-15,11.5789,-3.4693885093156047
BAC,large,Financials,2026-01-14,2.0833,-2.822806852043798
BAC,large,Financials,2026-04-15,8.8235,-0.743882118227595
BAC,large,Financials,2026-07-14,7.0796,-0.8428764603374492
BBW,small,Consumer,2014-02-14,11.11,-1.950435192329053
BBW,small,Consumer,2014-05-02,190.62,1.698879289284426
BBW,small,Consumer,2014-07-25,-17.19,-1.5674702237919478
BBW,small,Consumer,2014-10-24,114.29,0.6344194005717005
BBW,small,Consumer,2015-02-20,16.8,-3.069456110860966
BBW,small,Consumer,2015-05-06,20.25,0.46940647777808975
BBW,small,Consumer,2015-08-07,74.03,-1.7395891530545242
BBW,small,Consumer,2015-10-30,-51.61,-4.693674973894841
BBW,small,Consumer,2016-02-17,16.61,2.691184217869004
BBW,small,Consumer,2016-05-04,-24.97,1.6128944389496347
BBW,small,Consumer,2016-08-05,2.33,0.6635050221111635
BBW,small,Consumer,2016-10-28,0.0,-2.199840592650921
BBW,small,Consumer,2017-02-17,-56.21,-2.506726387292966
BBW,small,Consumer,2017-04-28,410.05,-5.763364257125206
BBW,small,Consumer,2017-07-28,25.41,1.557920550960107
BBW,small,Consumer,2017-10-27,-27.59,-1.4595739220548403
BBW,small,Consumer,2018-02-16,25.24,2.982647137530641
BBW,small,Consumer,2018-11-30,-250.0,-6.878372721381149
BBW,small,Consumer,2019-03-14,-114.29,-9.32129000736594
BBW,small,Consumer,2019-06-03,-46.67,-1.2612945466275582
BBW,small,Consumer,2019-08-30,-166.67,-9.592165638699138
BBW,small,Consumer,2019-12-06,-45.45,-1.3960683844806825
BBW,small,Consumer,2020-03-12,45.45,-0.08933430489966065
BBW,small,Consumer,2020-06-03,-80.43,-11.293153304915457
BBW,small,Consumer,2020-09-01,18.81,-18.72051061072285
BBW,small,Consumer,2020-12-04,375.0,3.6026556840820874
BBW,small,Consumer,2021-03-11,193.75,2.9865867960352714
BBW,small,Consumer,2021-05-27,213.21,-9.648783798870694
BBW,small,Consumer,2021-08-27,315.0,1.1035828684425928
BBW,small,Consumer,2021-12-02,323.53,2.373670596135578
BBW,small,Consumer,2022-03-11,5.43,4.456047182319828
BBW,small,Consumer,2022-05-27,34.85,0.19119368001227421
BBW,small,Consumer,2022-09-02,-15.56,-4.849479067753876
BBW,small,Consumer,2022-12-01,34.21,2.589608847456703
BBW,small,Consumer,2023-03-10,16.07,3.032191702732164
BBW,small,Consumer,2023-05-26,-2.97,-4.22785682517742
BBW,small,Consumer,2023-08-25,39.02,0.7267749452196007
BBW,small,Consumer,2023-12-01,4.6,-1.9711221201106053
BBW,small,Consumer,2024-03-15,1.52,-0.32428887052924216
BBW,small,Consumer,2024-05-31,-13.68,1.4166586626941828
BBW,small,Consumer,2024-08-30,12.94,-0.25380136019846367
